time unit: us, u_IMU/r_SM_IMU[7:0], u_IMU/r_SM_IMU.idle, u_IMU/r_SM_IMU.assert_cs, u_IMU/r_SM_IMU.send_addr, u_IMU/r_SM_IMU.wait_addr_rx, u_IMU/r_SM_IMU.wait_data_rx, u_IMU/r_SM_IMU.send_dummy, u_IMU/r_SM_IMU.release_cs, u_IMU/r_SM_IMU.done, o_IMU_CS_n, u_IMU/o_TX_DV, w_IMU_TX_Ready, w_IMU_RX_DV, u_IMU/i_RX_Byte[7:0], u_IMU/i_RX_Byte[7], u_IMU/i_RX_Byte[6], u_IMU/i_RX_Byte[5], u_IMU/i_RX_Byte[4], u_IMU/i_RX_Byte[3], u_IMU/i_RX_Byte[2], u_IMU/i_RX_Byte[1], u_IMU/i_RX_Byte[0], u_IMU_MASTER/o_SPI_Clk, u_IMU_MASTER/i_SPI_MISO, u_IMU_MASTER/o_SPI_MOSI, u_IMU/r_Cnt[5:0], u_IMU/r_Cnt[5], u_IMU/r_Cnt[4], u_IMU/r_Cnt[3], u_IMU/r_Cnt[2], u_IMU/r_Cnt[1], u_IMU/r_Cnt[0], w_IMU_TX_Byte[7:0], w_IMU_TX_Byte[7], w_IMU_TX_Byte[6], w_IMU_TX_Byte[5], w_IMU_TX_Byte[4], w_IMU_TX_Byte[3], w_IMU_TX_Byte[2], w_IMU_TX_Byte[1], w_IMU_TX_Byte[0], u_IMU/r_WHOAMI_Reg[7:0], u_IMU/r_WHOAMI_Reg[7], u_IMU/r_WHOAMI_Reg[6], u_IMU/r_WHOAMI_Reg[5], u_IMU/r_WHOAMI_Reg[4], u_IMU/r_WHOAMI_Reg[3], u_IMU/r_WHOAMI_Reg[2], u_IMU/r_WHOAMI_Reg[1], u_IMU/r_WHOAMI_Reg[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
149, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
150, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
151, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
152, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
153, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
154, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
155, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
156, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
157, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
158, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
159, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
160, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
161, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
162, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
163, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
164, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
165, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
166, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
167, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
168, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
169, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
170, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
171, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
172, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
173, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
174, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
175, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
176, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
177, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
178, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
179, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
180, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
181, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
182, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
183, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
184, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
185, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
186, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
187, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
188, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
189, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
190, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
191, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
192, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
193, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
194, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
195, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
196, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
197, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
198, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
199, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
200, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
201, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
202, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
203, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
204, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
205, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
206, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
207, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
208, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
209, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
210, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
211, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
212, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
213, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
214, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
215, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
216, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
217, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
218, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
219, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
220, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
221, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
222, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
223, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
224, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
225, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
226, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
227, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
228, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
229, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
230, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
231, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
232, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 00, 0, 0, 0, 0, 0, 0, F5, 1, 1, 1, 1, 0, 1, 0, 1, 00, 0, 0, 0, 0, 0, 0, 0, 0,
